TCS, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
1700, MCLEVIN AVE , SEWELLS RD ,10/26/1995,43.8105700000,-79.2139200000,02-22-2012,5420,817
1701, MIDLAND AVE , PRUDENTIAL DR ,08/28/1995,43.7497000000,-79.2644500000,12-14-2016,11310,365
1702, PROGRESS AVE , WILLIAM KITCHEN RD ,11/13/1998,43.7702050000,-79.2787290000,06-05-2017,13077,438
1703, KENNEDY RD , ANTRIM CRES ,04/06/1998,43.7717400000,-79.2832300000,11-13-2012,30654,770
1704, BRIMLEY RD , CHILLERY AVE ,08/10/1995,43.7403600000,-79.2499000000,12-15-2016,10557,187
1705, PARK HOME AVE , BEECROFT RD ,03/01/1995,43.7685400000,-79.4162900000,05-13-2013,13398,1427
1706, PARK HOME AVE , SENLAC RD ,03/02/1995,43.7664100000,-79.4257000000,09-26-2011,8577,660
1707, LAWRENCE AVE W , APEX RD ,12/28/1995,43.7133200000,-79.4585700000,07-28-2011,15450,535
1708, TAPSCOTT RD , WASHBURN WAY ,12/06/1995,43.8045000000,-79.2242100000,04-17-2012,6144,2752
1709, DANFORTH RD , GLENSHEPHARD DR ,05/14/1996,43.7310100000,-79.2506000000,05-26-2016,10651,77
1710, STEELES AVE E , FERRIER ST ,12/19/1996,43.8184300000,-79.3299000000,03-20-2008,27754,227
1711, MCCOWAN RD , ALTON TOWERS CRCL ,11/29/1995,43.8250800000,-79.2751400000,05-04-2015,11373,850
1712, ST CLAIR AVE W , GLENHOLME AVE ,07/20/1995,43.6789500000,-79.4386700000,01-14-2010,6392,1398
1714, LAWRENCE AVE E , OVERTURE RD ,06/26/1996,43.7654900000,-79.1994600000,12-14-2010,13299,233
1715, ISLINGTON AVE , SATTERLY RD ,11/16/1995,43.7584800000,-79.5706400000,04-29-2014,11973,174
1716, KING ST W , TECUMSETH ST ,08/30/1995,43.6434200000,-79.4052400000,09-30-2015,9966,4831
1717, BLOOR ST W , INDIAN RD ,08/30/1995,43.6553900000,-79.4569600000,01-12-2017,12445,1648
1718, ST CLAIR AVE E , WESTBOURNE AVE ,10/19/1995,43.7094500000,-79.2929200000,12-13-2012,14074,421
1719, MIDLAND AVE , BROADBENT AVE ,10/04/1995,43.7389500000,-79.2599500000,12-14-2016,10201,659
1720, O CONNOR DR , DOHME AVE ,11/17/1995,43.7105700000,-79.3089800000,06-15-2017,13329,476
1721, DUPONT ST , HAMMOND PL ,04/10/1996,43.6721801900,-79.4187557500,04-27-2016,12582,822
1722, KENNEDY RD , FORBES RD ,10/12/1996,43.7554200000,-79.2771400000,11-05-2009,19181,887
1723, YORK MILLS RD , YONGE ST ,12/07/1995,43.7443800000,-79.4052600000,07-17-2012,14132,872
1724, MILNER AVE , PROGRESS AVE ,12/01/1995,43.7902100000,-79.2341500000,03-01-2011,14371,402
1725, COLLEGE ST , HURON ST ,08/01/1996,43.6582600000,-79.3981700000,01-17-2017,10110,7346
1726, BATHURST ST , COCKSFIELD AVE ,07/10/1996,43.7573900000,-79.4389200000,05-26-2009,18171,271
1727, JANE ST , SHOREHAM DR ,10/23/1996,43.7711100000,-79.5209000000,04-01-2010,13069,222
1728, NEILSON RD , CROW TRL ,08/22/1996,43.8122400000,-79.2257000000,01-25-2018,9110,506
1729, KEELE ST , HUMBERSIDE AVE ,05/20/1998,43.6616600000,-79.4629400000,10-03-2011,10494,708
1730, EGLINTON AVE W , MATHESON BLVD ,09/07/1997,43.6682100000,-79.5868100000,03-22-2012,17831,2
1731, JANE ST , SAN ROMANOWAY ,09/08/1999,43.7594900000,-79.5182200000,10-14-2008,15030,1458
1732, MARKHAM RD , PASSMORE AVE ,06/06/1996,43.8305900000,-79.2506500000,03-09-2016,23372,47
1733, JARVIS ST , MAITLAND PL ,07/09/1996,43.6652400000,-79.3778800000,11-01-2016,14043,3347
1734, FINCH AVE E , BIRCHMOUNT RD ,07/25/1996,43.7996500000,-79.3034000000,10-30-2012,13963,175
1735, STEELES AVE W , MURRAY ROSS PKWY ,03/05/2000,43.7764200000,-79.5170400000,05-13-2015,22814,181
1736, PROGRESS AVE , MARKHAM RD ,08/26/1996,43.7839100000,-79.2318200000,08-13-2012,7913,341
1737, THE QUEENSWAY , GRAND AVE ,02/12/2004,43.6281500000,-79.4945700000,02-13-2008,12464,110
1738, WILSON AVE , RIDLEY BLVD ,06/27/1996,43.7393900000,-79.4238400000,02-02-2009,13738,1092
1739, MORNINGSIDE AVE , TEFFT RD ,08/28/1996,43.7727200000,-79.1878100000,03-02-2016,9566,268
1740, ORIOLE PKWY , KILBARRY RD ,10/31/1996,43.6954850000,-79.4023940000,04-13-2016,18852,467
1741, FINCH AVE E , BRIDLETOWNE CRCL ,08/27/1996,43.7981000000,-79.3099400000,11-06-2012,15402,101
1742, EGLINTON AVE E , ROSEMOUNT DR ,11/29/1996,43.7308900000,-79.2738700000,03-07-2011,19446,763
1743, HARBORD ST , SHAW ST ,08/28/1996,43.6590300000,-79.4218700000,06-05-2012,7429,1545
1744, COXWELL AVE , PLAINS RD ,08/30/1996,43.6959600000,-79.3287800000,05-05-2016,9473,1771
1745, QUEEN ST W , SORAUREN AVE ,10/01/1996,43.6397600000,-79.4409500000,06-09-2015,7495,1527
1746, KING ST E , SUMACH ST ,10/24/1996,43.6556100000,-79.3584000000,08-17-2015,6068,1153
1747, LAKE SHORE BLVD W , LOWER SIMCOE ST ,06/14/1997,43.6402836800,-79.3833866700,10-06-2012,7069,1587
1748, EGLINTON AVE W , OLD FOREST HILL RD ,11/26/1996,43.7015200000,-79.4231400000,07-10-2013,15671,860
1749, BRIMLEY RD , SHEPPARD AVE E ,11/12/1996,43.7854441400,-79.2671741600,12-15-2016,11962,13
1750, FINCH AVE W , SENTINEL RD ,10/29/1996,43.7603007300,-79.5033466800,02-24-2010,20537,262
1751, DORIS AVE , GREENFIELD AVE ,12/23/1996,43.7639400000,-79.4086200000,05-13-2013,10340,2845
1752, LESLIE ST , ESTHER SHINER BLVD ,09/30/1997,43.7694500000,-79.3643000000,05-03-2014,27587,271
1753, PHARMACY AVE , ROSSCOWAN GT ,12/20/1996,43.7854290000,-79.3218060000,02-06-2018,9768,517
1754, SHEPPARD AVE E , MURISON BLVD ,12/24/1996,43.7992400000,-79.2129400000,04-17-2012,8689,106
1755, YORK ST , BREMNER BLVD ,06/14/1997,43.6429700000,-79.3814700000,10-04-2016,15023,12237
1756, KENNEDY RD , COWDRAY CRT ,03/26/1997,43.7806200000,-79.2869400000,11-05-2009,24995,116
1757, KEELE ST , WEST TORONTO ST ,04/02/1997,43.6700500000,-79.4664600000,11-15-2012,15305,767
1758, ELLESMERE RD , BIRKDALE RD ,09/18/1997,43.7689580000,-79.2665120000,04-05-2016,17317,180
1759, KINGSTON RD , PARKCREST DR ,09/15/1997,43.7359700000,-79.2202700000,12-07-2009,20101,361
1760, SPADINA AVE , SUSSEX AVE ,07/27/1997,43.6646600000,-79.4027300000,11-15-2011,10680,2639
1761, SPADINA AVE , WILLCOCKS ST ,07/22/1997,43.6613000000,-79.4014000000,01-11-2010,9628,5235
1762, KENNEDY RD , RANSTONE GDNS ,03/27/1997,43.7421760000,-79.2720485000,11-10-2009,14562,776
1763, MCNICOLL AVE , DYNAMIC DR ,09-26-1997,43.8232840000,-79.2536128000,08-18-2016,7738,68
1764, STEELES AVE W , GERRY FITZGERALD DR ,07/28/2004,43.7862100000,-79.4747100000,05-13-2015,24942,646
1765, ROYAL YORK RD , EDENBRIDGE DR ,10/30/1997,43.6701200000,-79.5213600000,06-04-2015,12434,86
1766, BAYVIEW AVE , POST RD ,08/28/1997,43.7330400000,-79.3812400000,05-19-2011,26528,172
1767, DUFFERIN ST , ASCOT AVE ,08/25/1997,43.6801600000,-79.4439300000,04-12-2016,12211,649
1768, AVENUE RD , CARMICHAEL AVE ,11/27/1997,43.7375800000,-79.4206000000,04-19-2012,20973,714
1769, AVENUE RD , LYTTON BLVD ,08/26/1997,43.7139800000,-79.4118500000,04-06-2017,20236,128
1770, AVENUE RD , HILLHURST BLVD ,08/27/1997,43.7121000000,-79.4116700000,03-26-2012,16685,438
1771, ISLINGTON AVE , CENTRAL PARK RDWY ,09/24/1997,43.6484000000,-79.5250500000,04-24-2014,17848,1330
1772, WILLOWDALE AVE , BYNG AVE ,07/11/1997,43.7785500000,-79.4058100000,10-18-2010,10548,672
1773, ALNESS ST , MARTIN ROSS AVE ,12/16/1997,43.7742800000,-79.4733700000,03-09-2009,10105,76
1774, ALNESS ST , SUPERTEST RD ,12/16/1997,43.7768300000,-79.4744400000,03-03-2009,9463,57
1775, ELLESMERE RD , PRINCIPAL RD ,11/19/1997,43.7626070000,-79.2947050000,04-05-2016,20900,269
1776, TAPSCOTT RD , BLACKWELL AVE ,03/12/1997,43.8055520000,-79.2208630000,04-27-2011,5901,792
1777, DUFFERIN ST , GERRY FITZGERALD DR ,07/28/2004,43.7838400000,-79.4701400000,07-30-2013,19133,923
1778, NEILSON RD , LIVONIA PL ,12/17/1997,43.7855500000,-79.2062300000,01-31-2018,9464,274
1779, LAWRENCE AVE W , RALPH ST ,11/18/1997,43.7011000000,-79.5121000000,06-23-2011,13103,1585
1780, FINCH AVE E , WINLOCK PK ,10/23/1997,43.7841700000,-79.3955200000,11-30-2016,16397,195
1781, DUNDAS ST W , MONTROSE AVE ,08/13/1998,43.6503000000,-79.4159500000,04-17-2012,11987,1216
1782, DON MILLS RD , AU LARGE BLVD ,07/01/1998,43.7964800000,-79.3551900000,01-25-2011,16364,695
1783, BEECROFT RD , ELMHURST AVE ,04/12/1997,43.7626531000,-79.4137887000,05-02-2013,10844,1092
1784, LAKE SHORE BLVD W , PARK LAWN RD ,05/12/1997,43.6260100000,-79.4797000000,10-06-2016,12520,316
1785, MARTIN GROVE RD , NOTTINGHILL GT ,11/13/1997,43.6724300000,-79.5622300000,04-10-2014,8033,361
1786, SHEPPARD AVE E , GRAND MARSHALL DR ,10/03/1998,43.8031400000,-79.1948800000,04-07-2011,16800,273
1787, MORNINGSIDE AVE , OLD FINCH AVE ,06/10/1998,43.8187910000,-79.2150190000,03-02-2016,10386,102
1788, SEWELLS RD , BRENYON WAY ,10/28/1998,43.8077980000,-79.2156050000,12-15-2010,5498,409
1789, SHEPPARD AVE E , GATEFORTH DR ,03/07/1998,43.7956000000,-79.2302800000,04-16-2012,10368,323
1790, TAPSCOTT RD , NEWGALE GT ,10/15/1998,43.8184300000,-79.2398300000,07-19-2017,10069,98
1791, EGLINTON AVE E , LEBOVIC AVE ,11/05/1998,43.7270400000,-79.2914800000,04-01-2010,29467,2191
1792, DUFFERIN ST , SAMOR RD ,06/17/1998,43.7182800000,-79.4556400000,04-11-2016,17066,974
1793, STEELES AVE W , HIGHWAY 27 ,06/30/1998,43.7554900000,-79.6140900000,05-14-2015,33940,70
1794, MCCOWAN RD , KENHATCH BLVD ,07/16/1998,43.8014500000,-79.2637700000,04-30-2015,14927,177
1795, WILSON AVE , RIDGE RD ,08/13/1998,43.7240100000,-79.4941100000,04-07-2016,15549,742
1797, KIPLING AVE , GENTHORN AVE ,07/28/1998,43.7234700000,-79.5723300000,12-11-2014,8900,253
1798, MEADOWVALE RD , ZOO RD ,04/06/1998,43.8229323800,-79.1774489000,07-19-2009,5654,2155
1799, ELLESMERE RD , DOLLY VARDEN BLVD ,10/08/1999,43.7757600000,-79.2349800000,03-21-2016,13825,534
1800, OVERLEA BLVD , WILLIAM MORGAN DR ,04/09/1998,43.7080500000,-79.3413600000,10-27-2011,14252,1060
1801, DORIS AVE , EMPRESS AVE ,01/09/1998,43.7697371000,-79.4107908000,05-02-2013,11120,3553
1802, YONGE ST , SHUTER ST ,12/23/1998,43.6548200000,-79.3802800000,05-06-2014,5644,3945
1803, ISLINGTON AVE , WINNIPEG RD ,10/20/1998,43.6926700000,-79.5446700000,04-29-2014,13772,37
1804, WESTON RD , LAWRENCE AVE W ,08/20/1998,43.6989928800,-79.5130509100,03-31-2010,8934,256
1805, PARKSIDE DR , INDIAN VALLEY CRES ,09/17/1998,43.6511500000,-79.4585100000,01-05-2009,13710,366
1806, PARKSIDE DR , SPRING RD ,09/17/1998,43.6409687600,-79.4546270400,12-10-2016,13178,237
1807, ADELAIDE ST W , BRANT ST ,10/27/1998,43.6462170000,-79.3981290000,07-30-2009,6505,1038
1808, BATHURST ST , ROBINSON ST ,10/29/1998,43.6489300000,-79.4046500000,04-02-2015,9841,2137
1809, DUNDAS ST W , SCARLETT RD ,09/16/1998,43.6657036100,-79.4969203100,05-10-2016,14306,423
1811, LAKE SHORE BLVD E , NORTHERN DANCER BLVD ,08/18/1998,43.6634000000,-79.3096900000,05-20-2015,13170,390
1812, BROADVIEW AVE , HILLSIDE DR ,12/16/1998,43.6860000000,-79.3562700000,02-07-2013,8093,362
1814, MIDLAND AVE , LOCKIE AVE ,02/16/1999,43.7889430000,-79.2800360000,01-22-2013,10076,676
1815, MCNICOLL AVE , EAGLE POINT RD ,11/10/1999,43.8051400000,-79.3263500000,07-24-2017,9645,121
1817, MCNICOLL AVE , SILVER SPRINGS BLVD ,01/06/1999,43.8100600000,-79.3063300000,12-17-2009,10889,91
1818, ROYAL YORK RD , NEWCASTLE ST ,08/07/1999,43.6175100000,-79.4989300000,01-06-2015,8244,505
1819, MCNICOLL AVE , HAROLD EVANS CRES ,07/22/1999,43.8034200000,-79.3418300000,02-16-2012,7365,464
1820, SHEPPARD AVE E , REIDMOUNT AVE ,03/23/2001,43.7840000000,-79.2850000000,04-05-2014,15001,515
1821, POYNTZ AVE , BEECROFT RD ,08/04/1999,43.7596300000,-79.4121100000,04-30-2013,6440,74
1823, BAYVIEW AVE , TUDOR GT ,06/30/1999,43.7434100000,-79.3832600000,04-19-2012,22602,30
1824, KINGSTON RD , BRIMLEY RD S ,10/09/1999,43.7155762000,-79.2435415400,06-29-2011,18318,144
1825, EGLINTON AVE E , TORRANCE RD ,07/16/1999,43.7396000000,-79.2352500000,12-13-2010,20519,1102
1826, BRIMLEY RD , GOLDEN GATE CRT ,08/09/1999,43.7719700000,-79.2618700000,03-21-2016,17012,247
1827, LAWRENCE AVE E , BRIDGEPORT DR ,06/18/1999,43.7786500000,-79.1407900000,01-31-2018,6264,735
1828, EASTERN AVE , COXWELL AVE ,01/06/1999,43.6659700000,-79.3142700000,04-25-2016,7506,112
1829, STEELES AVE E , VICTORIA PARK AVE ,02/02/2000,43.8149607500,-79.3442008100,03-17-2008,28023,410
1830, VICTORIA PARK AVE , STEELES AVE E ,12/23/1999,43.8136400000,-79.3404800000,07-23-2012,12962,105
1831, ANNETTE ST , EVELYN AVE ,03/08/2007,43.6611200000,-79.4752000000,01-09-2012,7466,1004
1832, THE QUEENSWAY , THE WEST MALL ,08/10/1999,43.6136300000,-79.5603700000,05-27-2008,21270,101
1834, OVERLEA BLVD , THORNCLIFFE PARK DR ,03/24/2000,43.7070300000,-79.3456600000,10-27-2011,10759,675
1835, BLOOR ST W , FORESTVIEW RD ,07/29/1999,43.6328000000,-79.5734000000,06-14-2011,10736,249
1836, O CONNOR DR , GLENWOOD CRES ,01/23/2001,43.7027300000,-79.3156800000,05-28-2012,19267,384
1837, LAWRENCE AVE W , GLEN RUSH BLVD ,08/19/1999,43.7199900000,-79.4266400000,05-03-2012,14129,527
1838, LAWRENCE AVE E , EAST AVE ,08/16/1999,43.7807200000,-79.1315900000,01-25-2018,3522,1394
1839, WARDEN AVE , MACK AVE ,03/09/1999,43.7002700000,-79.2760800000,01-27-2011,6587,291
1840, THE EAST MALL , CANTLE PATH ,09/15/1999,43.6446547200,-79.5588764600,03-26-2008,7316,183
1841, COMMISSIONERS ST , DON ROADWAY ,04/27/2000,43.6485500000,-79.3450200000,05-16-2012,4750,21
1843, COMMISSIONERS ST , CARLAW AVE ,04/27/2000,43.6526500000,-79.3355600000,04-22-2013,5309,28
1844, LESLIE ST , COMMISSIONERS ST ,04/27/2000,43.6565500000,-79.3263500000,04-22-2013,6556,67
1845, FRONT ST E , GEORGE ST ,11/02/2000,43.6498420000,-79.3703200000,07-30-2013,7485,6045
1846, VICTORIA PARK AVE , MUSGRAVE ST ,04/25/2000,43.6879500000,-79.2869700000,08-07-2013,12033,1076
1847, DUNDAS ST W , MABELLE AVE ,10/28/1999,43.6467800000,-79.5305200000,05-12-2016,11830,819
1848, FINCH AVE W , WOODBINE DOWNS BLVD ,10/22/2003,43.7337600000,-79.6067300000,07-31-2013,10162,624
1849, BRENTCLIFFE RD , VANDERHOOF AVE ,11/07/2000,43.7129000000,-79.3590800000,09-08-2010,10837,714
1850, DANFORTH AVE , THYRA AVE ,06/14/2000,43.6908100000,-79.2902500000,05-07-2015,12898,3440
1851, KING ST W , SUDBURY ST ,07/02/2000,43.6410100000,-79.4172700000,08-24-2015,10301,1835
1852, DUNDAS ST W , ROYAL YORK RD ,01/20/2000,43.6594603500,-79.5135782000,05-12-2016,18788,456
1855, KIPLING AVE , LONGFIELD RD ,06/07/2000,43.6736000000,-79.5493000000,09-15-2015,11307,313
1856, FINCH AVE W , KIPLING AVE ,09/27/2000,43.7432600000,-79.5867600000,12-10-2009,13132,552
1857, EASTERN AVE , LARCHMOUNT AVE ,09/07/2000,43.6596590000,-79.3331660000,04-26-2016,11098,141
1858, PRINCES BLVD , NUNAVUT RD ,12/09/2000,43.6332700000,-79.4152800000,10-14-2008,1485,33
1859, STEELES AVE E , TARBERT RD ,05/07/2000,43.8040500000,-79.3927800000,01-30-2018,20322,126
1861, FINCH AVE E , LISZT GT ,03/08/2000,43.7908400000,-79.3630600000,12-05-2016,16239,502
1863, THE QUEENSWAY , ISLINGTON AVE ,05/12/2000,43.6231900000,-79.5167700000,07-30-2012,17766,274
1864, DUNDAS ST W , CHELSEA AVE ,02/20/2001,43.6586120000,-79.4531020000,04-27-2011,9752,1091
1865, QUEEN ST E , SUMACH ST ,11/10/2000,43.6568300000,-79.3588900000,05-09-2011,6877,2578
1866, YORK MILLS RD , SCARSDALE RD ,09/06/2000,43.7535400000,-79.3575000000,03-09-2016,19385,675
1867, KIPLING AVE , MATTICE AVE ,10/19/2000,43.6469600000,-79.5375500000,12-16-2014,13922,146
1868, CALEDONIA RD , RAITHERM RD ,06/09/2000,43.7019300000,-79.4643400000,02-16-2011,17328,580
1869, KEELE ST , DOVEHOUSE AVE ,12/23/2003,43.7496100000,-79.4875800000,02-23-2016,14554,264
1870, PHARMACY AVE , DOLPHIN DR ,07/11/2000,43.7000900000,-79.2867100000,02-08-2018,7836,846
1871, SHERWAY GARDENS RD , GARDINER X W SHERWAY GARDENS RAMP ,01/12/2000,43.6130900000,-79.5522800000,12-06-2011,9713,0
1872, EGLINTON AVE E , PRUDHAM GT ,11/24/2000,43.7284800000,-79.2848100000,03-11-2013,19273,462
1873, MARTIN GROVE RD , RICHGROVE DR ,03/05/2001,43.6768400000,-79.5641900000,05-10-2016,12097,687
1874, WILSON AVE , DUFFERIN ST ,08/03/2001,43.7328400000,-79.4553200000,03-08-2016,17180,368
1875, DUFFERIN ST , BILLY BISHOP WAY ,07/03/2001,43.7300400000,-79.4583700000,04-04-2016,17472,93
1876, ALNESS ST , FLINT RD ,11/21/2000,43.7819227000,-79.4781510000,02-05-2013,9916,36
1877, DON MILLS RD , SHEPPARD AVE E ,10/30/2002,43.7764900000,-79.3475600000,12-02-2009,19187,656
1878, DUNDAS ST W , MANNING AVE ,11/14/2000,43.6513500000,-79.4109100000,04-08-2015,8875,2028
1879, THE QUEENSWAY , GLENDALE AVE ,08/31/2001,43.6393200000,-79.4512900000,03-04-2015,13888,555
1880, ANNETTE ST , PACIFIC AVE ,08/06/2001,43.6632420000,-79.4676360000,01-26-2010,7493,780
1881, SPADINA RD , BURTON RD ,02/28/2006,43.6928500000,-79.4144100000,02-24-2009,7370,282
1882, PHARMACY AVE , DEWEY DR ,08/12/2000,43.7550220000,-79.3093590000,09-20-2010,13103,732
1883, BATHURST ST , ADELAIDE ST W ,11/09/2001,43.6452100000,-79.4032100000,09-17-2016,11906,2667
1884, KIPLING AVE , STEVENSON RD ,08/12/2000,43.7449500000,-79.5828800000,04-19-2010,19194,1700
1885, ISLINGTON AVE , TITAN RD ,07/12/2000,43.6308800000,-79.5177400000,05-03-2014,16364,302
1886, MARTIN GROVE RD , PORTERFIELD RD ,01/25/2001,43.7221800000,-79.5849800000,05-03-2016,9656,185
1887, BURNHAMTHORPE RD , OLD BURNHAMTHORPE RD ,08/29/2001,43.6406700000,-79.5820200000,11-30-2016,16330,216
1888, MOUNT PLEASANT RD , GLENGOWAN RD ,03/27/2001,43.7203860000,-79.3949250000,01-21-2013,9463,165
1889, DANFORTH AVE , MAIN ST ,06/02/2001,43.6886784600,-79.2995283000,05-07-2015,12920,3473
1890, KIPLING AVE , GARDINER WB OFF RAMP ,07/12/2000,43.6192300000,-79.5260400000,08-14-2012,24251,35
1891, SCARLETT RD , LA ROSE AVE ,02/13/2001,43.6868700000,-79.5131200000,12-13-2016,10826,175
1892, THE QUEENSWAY , ALGIE AVE ,09/28/2001,43.6188500000,-79.5362500000,08-08-2012,20221,114
1894, PARLIAMENT ST , MILL ST ,05/23/2001,43.6501920000,-79.3621620000,08-13-2013,8833,3658
1895, LAWRENCE AVE W , BLOSSOMFIELD DR ,06/11/2001,43.7152400000,-79.4484000000,06-17-2013,15437,568
1896, MIDLAND AVE , BAYLAWN DR ,07/25/2001,43.8000500000,-79.2846800000,12-14-2016,11044,273
1897, OAKDALE RD , FINCH AVE W ,12/15/2011,43.7532500000,-79.5260100000,02-07-2012,7394,393
1899, MILNER AVE , GRAND MARSHALL DR ,09/18/2001,43.7997900000,-79.1967700000,03-02-2011,7500,69
1900, DIXON RD , MCARTHUR ST ,11/20/2002,43.6975100000,-79.5449200000,11-29-2016,15775,710
1901, PORT UNION RD , CONFERENCE BLVD ,08/21/2001,43.7861420000,-79.1394290000,08-08-2016,7603,211
1902, TAPSCOTT RD , CROW TRL ,05/07/2001,43.8076700000,-79.2326200000,04-16-2012,6725,102
1903, HIGHWAY 27 , ROYALCREST RD ,12/09/2001,43.7497200000,-79.6104600000,08-08-2013,16730,5
1905, DUNDAS ST E , VICTORIA ST ,09/19/2002,43.6563000000,-79.3795500000,04-13-2015,8889,10912
1906, KEELE ST , THE POND RD ,12/20/2001,43.7720300000,-79.4931900000,02-27-2016,10081,203
1907, WICKSTEED AVE , BRENTCLIFFE RD ,09/13/2001,43.7114900000,-79.3585000000,09-07-2010,8998,277
1911, MARTIN GROVE RD , JEFFCOAT DR ,11/28/2001,43.7188200000,-79.5834100000,05-03-2016,10232,137
1912, KING ST W , ATLANTIC AVE ,07/31/2003,43.6401900000,-79.4212700000,01-24-2018,9466,2769
1913, SHEPPARD AVE E , BARBERRY PL ,12/19/2002,43.7674700000,-79.3850000000,06-18-2013,22825,1418
1914, VICTORIA PARK AVE , FARM GREENWAY ,06/16/2015,43.7644607100,-79.3183694700,09-20-2017,30965,487
1915, STEELES AVE W , HIDDEN TRL ,06/17/2003,43.7882400000,-79.4653700000,05-13-2015,24345,392
1916, QUEEN ST E , BELLEFAIR AVE ,08/15/2002,43.6701200000,-79.2998100000,08-23-2017,10038,3826
1917, LAKE SHORE BLVD W , FORT YORK BLVD ,08/13/2002,43.6355100000,-79.4067000000,11-03-2011,25651,56
1918, FORT YORK BLVD , FLEET ST ,08/13/2002,43.6364000000,-79.4068200000,09-28-2011,7407,517
1919, BATHURST ST , FORT YORK BLVD ,08/13/2002,43.6388700000,-79.4006200000,04-12-2015,11653,5808
1920, DUNDAS ST W , CLENDENAN AVE ,12/09/2002,43.6655400000,-79.4734600000,05-04-2016,11186,1933
1921, ALBION RD , CALSTOCK DR ,01/22/2002,43.7340900000,-79.5582400000,05-25-2016,12540,123
1923, O CONNOR DR , FOUR OAKS GT ,06/12/2001,43.6967600000,-79.3342100000,01-08-2013,17289,104
1924, O CONNOR DR , TAYLOR DR ,04/12/2001,43.6989745800,-79.3238307100,08-17-2010,16176,213
1926, MARKHAM RD , FINCH AVE E ,11/01/2002,43.8107800000,-79.2429300000,07-31-2012,21432,84
1927, NORTH QUEEN ST , NOVA RD ,08/14/2002,43.6160514900,-79.5571556200,10-03-2011,11001,348
1928, BLOOR ST W , MONTROSE AVE ,01/08/2002,43.6630180000,-79.4209040000,01-10-2018,7837,1342
1929, DOVERCOURT RD , HEPBOURNE ST ,08/29/2002,43.6589800000,-79.4285300000,05-20-2010,6818,1574
1930, ST CLAIR AVE E , FERNDALE AVE ,08/14/2003,43.6886400000,-79.3914900000,11-20-2008,15672,1551
1931, LESLIE ST , MOSLEY ST ,06/27/2003,43.6601400000,-79.3288500000,05-27-2013,10614,836
1932, THE QUEENSWAY , SOUTH KINGSWAY LINK RD ,11/10/2009,43.6358832500,-79.4731795200,10-05-2016,2452,0
1933, KINGSTON RD , GLEN MANOR DR ,06/09/2002,43.6797500000,-79.2945100000,11-11-2015,10763,994
1934, BLOOR ST W , BROCK AVE ,03/07/2002,43.6591000000,-79.4391800000,07-11-2017,12219,2082
1935, DUNDAS ST W , HOWARD PARK AVE ,12/04/2003,43.6521300000,-79.4480100000,06-03-2013,11264,926
1936, OSSINGTON AVE , ACORES AVE ,12/01/2005,43.6720600000,-79.4298200000,04-12-2011,5284,162
1937, OSSINGTON AVE , CHURCHILL AVE ,08/27/2002,43.6519900000,-79.4217300000,01-12-2010,6627,830
1938, EGLINTON AVE W , SATELLITE DR ,12/01/2004,43.6515900000,-79.6031300000,03-22-2012,16600,145
1939, THE QUEENSWAY , THE EAST MALL ,02/10/2002,43.6171400000,-79.5434700000,06-09-2010,24831,57
1941, COMSTOCK RD , LEBOVIC AVE ,10/19/2005,43.7207100000,-79.2887200000,06-15-2015,6961,101
1942, MILNER AVE , MURISON BLVD ,04/16/2003,43.7990200000,-79.2022900000,07-11-2017,9855,842
1943, SCARLETT RD , EDINBOROUGH CRT ,12/17/2002,43.6723500000,-79.5039900000,11-29-2016,10831,136
1944, LAKE SHORE BLVD W , GARDINER/LAKE SHORE RAMP ,02/10/2006,43.6272700000,-79.4790600000,10-06-2016,13928,306
1945, YONGE ST , SCRIVENER SQ ,06/18/2003,43.6805100000,-79.3909200000,04-14-2014,15189,1027
1946, DIXON RD , CHETTA PL ,12/11/2002,43.6950620300,-79.5553158200,11-29-2016,14480,568
1947, HUMBER COLLEGE BLVD , WINDWOOD DR ,08/27/2003,43.7300600000,-79.6049300000,12-10-2014,8980,1157
1948, LAWRENCE AVE E , BAYVIEW AVE ,11/05/2002,43.7278600000,-79.3835600000,03-18-2013,12944,416
1949, LAWRENCE AVE E , MILDENHALL RD ,07/12/1974,43.7284500000,-79.3865400000,06-10-2013,13912,243
1950, KIPLING AVE , MOUNT OLIVE DR ,10/17/2002,43.7481000000,-79.5843800000,04-19-2010,9297,584
1951, LAKE SHORE BLVD E , WOODBINE AVE ,12/23/2002,43.6643900000,-79.3062400000,05-20-2015,11567,270
1952, BROADVIEW AVE , PRETORIA AVE ,05/12/2002,43.6784500000,-79.3584300000,10-18-2016,8937,3215
1953, ALBION RD , BENSTROW AVE ,05/28/2003,43.7390800000,-79.5761800000,05-25-2016,14762,427
1954, STEELES AVE E , STAINES RD ,11/13/2003,43.8410400000,-79.2322400000,11-29-2010,11447,6
1955, BLOOR ST W , ST THOMAS ST ,12/12/2002,43.6692000000,-79.3918900000,01-16-2017,10428,2023
1956, SHEPPARD AVE E , BLUE RIDGE RD ,12/19/2002,43.7697800000,-79.3741800000,03-22-2014,17247,395
1957, HORNER AVE , BETA ST ,08/12/2003,43.6032338000,-79.5385002000,05-15-2013,6526,350
1958, MCNICOLL AVE , SILVER STAR BLVD ,09/10/2009,43.8138800000,-79.2950000000,06-08-2017,12440,251
